[DEBUG] 2025-05-19 21:31:06.843 [main] LoggerProviders - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 2025-05-19 21:31:07.099 [main] HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
[DEBUG] 2025-05-19 21:31:07.099 [main] HibernatePersistenceProvider - Checking persistence-unit [name=PracticaFinal, explicit-provider=null] against incoming persistence unit name [Multas]
[DEBUG] 2025-05-19 21:31:07.099 [main] HibernatePersistenceProvider - Excluding from consideration due to name mis-match
[DEBUG] 2025-05-19 21:31:07.100 [main] HibernatePersistenceProvider - Found no matching persistence units
[DEBUG] 2025-05-20 10:02:01.149 [main] LoggerProviders - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 2025-05-20 10:02:02.243 [main] HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
[DEBUG] 2025-05-20 10:02:02.243 [main] HibernatePersistenceProvider - Checking persistence-unit [name=Multas, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [Multas]
[DEBUG] 2025-05-20 10:02:02.245 [main] ProviderChecker - Persistence-unit [Multas] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
[DEBUG] 2025-05-20 10:02:02.303 [main] LogHelper - PersistenceUnitInfo [
	name: Multas
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/home/alumno/eclipse-workspace/PracticaFinal/build/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.autocommit: false
		hibernate.use_sql_comments: true
		hibernate.connection.driver_class: oracle.jdbc.driver.OracleDriver
		hibernate.default_schema: HR
		hibernate.dialect: org.hibernate.dialect.Oracle10gDialect
		hibernate.format_sql: false
		hibernate.generate_statistics: false
		hibernate.connection.username: HR
		hibernate.connection.url: jdbc:oracle:thin:@localhost:1521:XE
		hibernate.show_sql: false
		hibernate.connection.password: hr
		hibernate.connection.pool_size: 5]
[DEBUG] 2025-05-20 10:02:02.349 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2025-05-20 10:02:02.361 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2025-05-20 10:02:02.454 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[DEBUG] 2025-05-20 10:02:02.483 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.envers.boot.internal.EnversIntegrator].
[INFO ] 2025-05-20 10:02:02.925 [main] Version - HHH000412: Hibernate ORM core version 5.4.13.Final
[DEBUG] 2025-05-20 10:02:02.927 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2025-05-20 10:02:03.431 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2025-05-20 10:02:03.520 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2025-05-20 10:02:03.535 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2025-05-20 10:02:03.976 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@7859e786
[DEBUG] 2025-05-20 10:02:03.977 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@7859e786
[DEBUG] 2025-05-20 10:02:03.979 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4a3e3e8b
[DEBUG] 2025-05-20 10:02:03.979 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4a3e3e8b
[DEBUG] 2025-05-20 10:02:03.981 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@37ebc9d8
[DEBUG] 2025-05-20 10:02:03.981 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@37ebc9d8
[DEBUG] 2025-05-20 10:02:03.982 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@77307458
[DEBUG] 2025-05-20 10:02:03.982 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@77307458
[DEBUG] 2025-05-20 10:02:03.983 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@18e7143f
[DEBUG] 2025-05-20 10:02:03.984 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@18e7143f
[DEBUG] 2025-05-20 10:02:03.984 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@18e7143f
[DEBUG] 2025-05-20 10:02:03.985 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@4f8969b0
[DEBUG] 2025-05-20 10:02:03.986 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@ec0c838
[DEBUG] 2025-05-20 10:02:03.986 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@ec0c838
[DEBUG] 2025-05-20 10:02:03.986 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@ec0c838
[DEBUG] 2025-05-20 10:02:03.987 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@7997b197
[DEBUG] 2025-05-20 10:02:03.988 [main] BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@1922e6d
[DEBUG] 2025-05-20 10:02:03.988 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@7bb3a9fe
[DEBUG] 2025-05-20 10:02:03.989 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@7bb3a9fe
[DEBUG] 2025-05-20 10:02:03.992 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@b91d8c4
[DEBUG] 2025-05-20 10:02:03.992 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@b91d8c4
[DEBUG] 2025-05-20 10:02:03.993 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@523424b5
[DEBUG] 2025-05-20 10:02:03.994 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@523424b5
[DEBUG] 2025-05-20 10:02:03.994 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@372ea2bc
[DEBUG] 2025-05-20 10:02:03.995 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@372ea2bc
[DEBUG] 2025-05-20 10:02:03.996 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@7ef2d7a6
[DEBUG] 2025-05-20 10:02:03.996 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@7ef2d7a6
[DEBUG] 2025-05-20 10:02:03.997 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@49f5c307
[DEBUG] 2025-05-20 10:02:03.998 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@517bd097
[DEBUG] 2025-05-20 10:02:03.998 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@517bd097
[DEBUG] 2025-05-20 10:02:03.998 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@517bd097
[DEBUG] 2025-05-20 10:02:04.000 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@47289387
[DEBUG] 2025-05-20 10:02:04.001 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@47289387
[DEBUG] 2025-05-20 10:02:04.001 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@47289387
[DEBUG] 2025-05-20 10:02:04.002 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@32fe9d0a
[DEBUG] 2025-05-20 10:02:04.002 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@d78795
[DEBUG] 2025-05-20 10:02:04.003 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@22c86919
[DEBUG] 2025-05-20 10:02:04.004 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@22c86919
[DEBUG] 2025-05-20 10:02:04.004 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@22c86919
[DEBUG] 2025-05-20 10:02:04.005 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@759fad4
[DEBUG] 2025-05-20 10:02:04.005 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@759fad4
[DEBUG] 2025-05-20 10:02:04.005 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@759fad4
[DEBUG] 2025-05-20 10:02:04.005 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@782a4fff
[DEBUG] 2025-05-20 10:02:04.006 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@2fd1731c
[DEBUG] 2025-05-20 10:02:04.007 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@770d0ea6
[DEBUG] 2025-05-20 10:02:04.007 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@770d0ea6
[DEBUG] 2025-05-20 10:02:04.008 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@476aac9
[DEBUG] 2025-05-20 10:02:04.009 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@363f6148
[DEBUG] 2025-05-20 10:02:04.009 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@363f6148
[DEBUG] 2025-05-20 10:02:04.010 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@16423501
[DEBUG] 2025-05-20 10:02:04.011 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@16423501
[DEBUG] 2025-05-20 10:02:04.012 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@307765b4
[DEBUG] 2025-05-20 10:02:04.012 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@459f7aa3
[DEBUG] 2025-05-20 10:02:04.050 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@e6516e
[DEBUG] 2025-05-20 10:02:04.079 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@2c4ca0f9
[DEBUG] 2025-05-20 10:02:04.079 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@2c4ca0f9
[DEBUG] 2025-05-20 10:02:04.080 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@2755d705
[DEBUG] 2025-05-20 10:02:04.080 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@56db847e
[DEBUG] 2025-05-20 10:02:04.081 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@740abb5
[DEBUG] 2025-05-20 10:02:04.082 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@560cbf1a
[DEBUG] 2025-05-20 10:02:04.082 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@5fe8b721
[DEBUG] 2025-05-20 10:02:04.082 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@551a20d6
[DEBUG] 2025-05-20 10:02:04.082 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@578524c3
[DEBUG] 2025-05-20 10:02:04.082 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@64c2b546
[DEBUG] 2025-05-20 10:02:04.094 [main] BootstrapContextImpl - Injecting ScanEnvironment [org.hibernate.jpa.boot.internal.StandardJpaScanEnvironmentImpl@466cf502] into BootstrapContext; was [null]
[DEBUG] 2025-05-20 10:02:04.094 [main] BootstrapContextImpl - Injecting ScanOptions [org.hibernate.boot.archive.scan.internal.StandardScanOptions@5b800468] into BootstrapContext; was [org.hibernate.boot.archive.scan.internal.StandardScanOptions@2e185cd7]
[DEBUG] 2025-05-20 10:02:04.258 [main] BootstrapContextImpl - Injecting JPA temp ClassLoader [null] into BootstrapContext; was [null]
[DEBUG] 2025-05-20 10:02:04.258 [main] ClassLoaderAccessImpl - ClassLoaderAccessImpl#injectTempClassLoader(null) [was null]
[DEBUG] 2025-05-20 10:02:04.328 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2025-05-20 10:02:04.329 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2025-05-20 10:02:04.331 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2025-05-20 10:02:04.332 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2025-05-20 10:02:04.333 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2025-05-20 10:02:04.336 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2025-05-20 10:02:04.338 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2025-05-20 10:02:04.342 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2025-05-20 10:02:04.342 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2025-05-20 10:02:04.343 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2025-05-20 10:02:04.344 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2025-05-20 10:02:04.344 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2025-05-20 10:02:04.344 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2025-05-20 10:02:04.345 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 2025-05-20 10:02:04.351 [main] DriverManagerConnectionProviderImpl - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 2025-05-20 10:02:04.480 [main] DriverManagerConnectionProviderImpl - HHH10001005: using driver [oracle.jdbc.driver.OracleDriver] at URL [jdbc:oracle:thin:@localhost:1521:XE]
[INFO ] 2025-05-20 10:02:04.480 [main] DriverManagerConnectionProviderImpl - HHH10001001: Connection properties: {password=hr, autocommit=false, user=HR}
[INFO ] 2025-05-20 10:02:04.480 [main] DriverManagerConnectionProviderImpl - HHH10001003: Autocommit mode: false
[DEBUG] 2025-05-20 10:02:04.513 [main] DelegatingBasicLogger - Initializing Connection pool with 1 Connections
[INFO ] 2025-05-20 10:02:04.513 [main] DriverManagerConnectionProviderImpl$PooledConnections - HHH000115: Hibernate connection pool size: 5 (min=1)
[DEBUG] 2025-05-20 10:02:05.174 [main] JdbcEnvironmentInitiator - Database ->
       name : Oracle
    version : Oracle Database 11g Express Edition Release 11.2.0.2.0 - 64bit Production
      major : 11
      minor : 2
[DEBUG] 2025-05-20 10:02:05.174 [main] JdbcEnvironmentInitiator - Driver ->
       name : Oracle JDBC driver
    version : 11.2.0.4.0
      major : 11
      minor : 2
[DEBUG] 2025-05-20 10:02:05.176 [main] DelegatingBasicLogger - JDBC version : 11.2
[INFO ] 2025-05-20 10:02:05.305 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
